saleprice,address,sqft,date,bathrooms,bedrooms,studio,floor
1649980.613,140 east 63rd street,929,2007-07-30,1,1,0,12
1833299.719,140 east 63rd street,929,2011-02-10,1,1,0,12
3301176.831,140 east 63rd street,1415,2007-07-18,2,2,0,12
3458926.525,140 east 63rd street,1415,2013-12-20,2,2,0,12
4103673.075,140 east 63rd street,3543,2007-07-13,2,2,0,12
4105991.194,140 east 63rd street,3543,2011-08-11,2,2,0,12
4249581.482,140 east 63rd street,,2007-07-10,1,4,0,13
6201107.333,140 east 63rd street,,2007-07-16,1,4,0,13
4359830.674,140 east 63rd street,,2007-08-23,2,2,0,13
3838656.544,140 east 63rd street,,2011-01-06,2,2,0,13
7297806.225,140 east 63rd street,,2007-07-31,1,4,0,13
4134071.555,140 east 63rd street,,2007-07-12,1,4,0,14
5836336.313,140 east 63rd street,2606,2007-07-16,3,3,0,14
6883197.352,140 east 63rd street,2606,2013-11-12,3,3,0,14
4461405.972,140 east 63rd street,1865,2008-01-16,2,3,0,14
3495721.375,140 east 63rd street,,2007-07-11,1,4,0,15
8144042.119,140 east 63rd street,3335,2007-08-28,4,4,0,15
9850464.054,140 east 63rd street,3335,2008-12-23,4,4,0,15
3495721.375,140 east 63rd street,1648,2007-07-10,2,2,0,15
5549760.368,140 east 63rd street,1648,2008-09-04,2,2,0,15
6411912.863,140 east 63rd street,2531,2007-08-17,3,3,0,16
6142836.69,140 east 63rd street,2531,2010-08-26,3,3,0,16
6043143.177,140 east 63rd street,2531,2016-11-18,3,3,0,16
3641629.783,140 east 63rd street,1548,2007-07-31,2,2,0,16
2896106.059,140 east 63rd street,1548,2010-09-23,2,2,0,16
4163054.1,140 east 63rd street,,2007-08-23,1,4,0,16
4895382.416,140 east 63rd street,,2008-02-15,1,4,0,16
7209906.514,140 east 63rd street,2671,2007-10-04,2,3,0,17
7677412.431,140 east 63rd street,2671,2013-11-14,2,3,0,17
7830760.645,140 east 63rd street,2671,2014-10-06,2,3,0,17
9550051.791,140 east 63rd street,,2007-09-20,1,4,0,0
6503044.949,140 east 63rd street,,2018-07-25,1,4,0,0
8802071.284,140 east 63rd street,,2018-03-29,,2,0,0
2753720.673,140 east 63rd street,1640,2007-11-19,2,2,0,4
2409413.659,140 east 63rd street,1640,2017-09-08,2,2,0,4
1586382.268,140 east 63rd street,,2007-11-01,1,4,0,4
2522649.105,140 east 63rd street,,2015-03-03,1,4,0,4
623353.5257,140 east 63rd street,,2016-08-11,1,4,0,4
739509.5137,140 east 63rd street,,2010-07-20,1,1,0,4
716083.8023,140 east 63rd street,,2016-08-11,1,1,0,4
403720.878,140 east 63rd street,,2010-08-26,1,4,0,4
590174.9667,140 east 63rd street,,2007-11-20,1,4,0,4
691996.336,140 east 63rd street,,2008-11-25,1,4,0,4
1274944.472,140 east 63rd street,,2018-01-05,1,4,0,4
721310.71,140 east 63rd street,,2016-12-15,1,,1,4
2805453.334,140 east 63rd street,1508,2007-12-18,2,2,0,5
3392342.677,140 east 63rd street,1508,2010-04-22,2,2,0,5
1432572.215,140 east 63rd street,,2007-12-06,1,4,0,5
4357406.566,140 east 63rd street,2300,2007-12-03,3,3,0,5
5641370.975,140 east 63rd street,2300,2013-07-29,3,3,0,5
2327929.262,140 east 63rd street,815,2007-12-12,1,1,0,5
1360043.831,140 east 63rd street,815,2012-11-08,1,1,0,5
4033149.875,140 east 63rd street,815,2018-09-24,1,1,0,5
4618448.454,140 east 63rd street,2033,2018-09-24,3,3,0,5
2984525.447,140 east 63rd street,1644,2007-12-10,2,2,0,5
3121681.512,140 east 63rd street,1644,2013-03-06,2,2,0,5
1462417.176,140 east 63rd street,680,2007-12-11,1,1,0,5
1432572.215,140 east 63rd street,815,2007-12-17,1,1,0,5
1015641.612,140 east 63rd street,815,2009-11-03,1,1,0,5
1090065.337,140 east 63rd street,815,2011-11-14,1,1,0,5
2604061.059,140 east 63rd street,1508,2007-11-28,2,2,0,6
1466655.282,140 east 63rd street,799,2007-11-26,1,1,0,6
4669352.446,140 east 63rd street,,2007-11-20,1,4,0,6
2381650.427,140 east 63rd street,1229,2007-12-04,2,2,0,6
2751983.598,140 east 63rd street,1229,2008-04-18,2,2,0,6
1638004.635,140 east 63rd street,1644,2006-09-19,2,2,0,6
2358933.363,140 east 63rd street,1644,2010-03-30,2,2,0,6
1496586.735,140 east 63rd street,686,2007-11-13,1,1,0,6
1357331.845,140 east 63rd street,686,2014-10-09,1,1,0,6
1442470.969,140 east 63rd street,686,2016-08-02,1,1,0,6
1372881.119,140 east 63rd street,815,2007-12-12,1,1,0,6
1070528.466,140 east 63rd street,815,2011-11-14,1,1,0,6
1369569.257,140 east 63rd street,815,2018-01-09,1,1,0,6
3074060.331,140 east 63rd street,1508,2007-12-20,2,2,0,7
1940372.553,140 east 63rd street,799,2008-12-09,1,1,0,7
4645407.049,140 east 63rd street,,2007-11-20,1,4,0,7
2357774.224,140 east 63rd street,,2007-12-10,1,4,0,7
3292491.522,140 east 63rd street,1644,2007-11-14,2,2,0,7
1275092.105,140 east 63rd street,,2007-11-28,1,1,0,7
1445651.44,140 east 63rd street,,2008-05-01,1,1,0,7
1402726.081,140 east 63rd street,815,2007-12-12,1,10,0,7
1472854.2,140 east 63rd street,815,2011-12-05,1,10,0,7
3917633.626,140 east 63rd street,815,2019-02-19,1,10,0,7
3237817.883,140 east 63rd street,1508,2007-09-25,2,2,0,8
1543258.524,140 east 63rd street,,2007-09-28,1,4,0,8
3576729.755,140 east 63rd street,1851,2007-09-18,2,2,0,8
4132875.496,140 east 63rd street,,2007-10-02,1,4,0,8
3419378.408,140 east 63rd street,1644,2007-09-20,2,2,0,8
4036143.791,140 east 63rd street,1644,2014-04-29,2,2,0,8
1313283.206,140 east 63rd street,680,2007-09-27,1,1,0,8
594022.4085,140 east 63rd street,,2018-05-23,,2,0,8
3348533.512,140 east 63rd street,1508,2007-10-02,2,2,0,9
1568682.782,140 east 63rd street,799,2007-10-15,1,1,0,9
1887398.441,140 east 63rd street,799,2008-08-06,1,1,0,9
4877909.559,140 east 63rd street,2300,2007-09-24,3,3,0,9
4363490.051,140 east 63rd street,2033,2007-09-14,3,3,0,9
4923077.093,140 east 63rd street,2033,2011-09-16,3,3,0,9
1647458.047,140 east 63rd street,1040,2007-12-19,1,1,0,9
1168035.261,140 east 63rd street,680,2007-09-17,1,,1,9
1290344.576,140 east 63rd street,680,2016-07-14,1,,1,9
985200.1987,16 east 63rd street,1042,2006-05-25,1,2,0,4
1187516.958,16 east 63rd street,1042,2007-09-06,1,2,0,4
708656.7048,16 east 63rd street,857,2005-02-07,1,1,0,4
927352.6448,16 east 63rd street,857,2011-12-07,1,1,0,4
1066958.724,166 east 63rd street,943,2013-03-26,1,1,0,10
2680804.657,166 east 63rd street,1615,2008-02-04,3,3,0,10
2057134.22,166 east 63rd street,1298,2004-09-30,2,2,0,10
1824108.771,166 east 63rd street,1298,2009-07-22,2,2,0,10
2250000,166 east 63rd street,1298,2017-12-15,2,2,0,10
451811.7245,166 east 63rd street,528,2003-02-07,1,2,0,10
645648.7421,166 east 63rd street,528,2015-07-08,1,2,0,10
1750000,166 east 63rd street,1269,2017-12-27,2,2,0,10
497777.7949,166 east 63rd street,531,2011-09-21,1,,1,10
651457.6404,166 east 63rd street,531,2016-01-19,1,,1,10
1064485.327,166 east 63rd street,960,2004-09-17,1,1,0,11
515304.6359,166 east 63rd street,498,2011-08-24,2,2,0,11
3961524.026,166 east 63rd street,2648,2017-04-18,2,2,0,11
2633304.664,166 east 63rd street,2150,2008-09-02,4,3,0,11
778022.5294,166 east 63rd street,637,2004-09-09,1,1,0,11
942162.5184,166 east 63rd street,637,2017-11-15,1,1,0,11
1033450.808,166 east 63rd street,805,2005-07-15,1,1,0,11
1427572.108,166 east 63rd street,1002,2006-03-08,1,2,0,11
1237526.099,166 east 63rd street,1002,2009-12-11,1,2,0,11
1587995.805,166 east 63rd street,1002,2015-05-04,1,2,0,11
2341115.607,166 east 63rd street,1298,2016-04-11,2,2,0,11
556583.1262,166 east 63rd street,531,2010-12-09,1,,1,11
1426190.089,166 east 63rd street,1014,2009-12-22,1,1,0,12
1019885.487,166 east 63rd street,805,2005-12-08,1,1,0,12
1086411.88,166 east 63rd street,805,2017-08-16,1,1,0,12
2141658.394,166 east 63rd street,,2017-08-21,2,2,0,14
1409358.839,166 east 63rd street,1002,2014-08-15,1,1,0,15
521727.6633,166 east 63rd street,1298,2004-10-26,1,1,0,15
797806.6151,166 east 63rd street,528,2010-06-28,1,,1,15
1880687.859,166 east 63rd street,1269,2014-01-27,2,2,0,15
880041.7804,166 east 63rd street,800,2003-06-02,1,1,0,15
1041289.892,166 east 63rd street,800,2016-01-11,1,1,0,15
1180630.874,166 east 63rd street,1023,2010-12-09,1,1,0,16
1962063.876,166 east 63rd street,1373,2009-06-15,2,2,0,16
1472552.428,166 east 63rd street,1068,2005-05-04,1,1,0,16
1027266.478,166 east 63rd street,815,2014-01-02,1,1,0,16
1107734.095,166 east 63rd street,815,2018-05-18,1,1,0,16
1770606.454,166 east 63rd street,1373,2012-09-24,2,2,0,17
917496.0717,166 east 63rd street,815,2012-09-05,1,1,0,17
1995300.732,166 east 63rd street,1569,2003-08-29,2,3,0,18
2205466.046,166 east 63rd street,1569,2011-05-06,2,3,0,18
2626027.445,166 east 63rd street,1569,2017-11-08,2,3,0,18
2091564.899,166 east 63rd street,1598,2013-07-02,3,3,0,18
2483997.868,166 east 63rd street,1598,2018-03-27,3,3,0,18
1455488.029,166 east 63rd street,1011,2010-06-02,1,1,0,18
2144277.553,166 east 63rd street,1618,2012-12-19,3,3,0,20
1621082.998,166 east 63rd street,1100,2005-09-01,2,1,0,20
1304073.881,166 east 63rd street,1050,2018-08-16,1,1,0,20
845893.4337,166 east 63rd street,943,2012-07-13,1,2,0,2
455386.1942,166 east 63rd street,498,2010-12-23,1,,1,2
841544.6303,166 east 63rd street,805,2014-12-23,1,1,0,2
1202781.124,166 east 63rd street,1001,2015-07-08,1,1,0,2
1014436.627,166 east 63rd street,1001,2019-03-11,1,1,0,2
1864205.277,166 east 63rd street,1298,2008-04-01,2,2,0,2
1645285.471,166 east 63rd street,1298,2013-09-25,2,2,0,2
479793.8203,166 east 63rd street,530,2010-11-19,1,,1,2
1862222.808,166 east 63rd street,1202,2016-08-15,2,2,0,2
464458.2724,166 east 63rd street,531,2011-02-22,1,,1,2
937549.4262,166 east 63rd street,804,2004-12-23,1,1,0,3
922406.5332,166 east 63rd street,804,2010-10-01,1,1,0,3
1206741.165,166 east 63rd street,1003,2017-04-04,1,1,0,3
1676232.534,166 east 63rd street,1298,2013-10-25,2,2,0,3
773131.8913,166 east 63rd street,528,2005-09-13,1,,1,3
534601.3026,166 east 63rd street,528,2018-12-19,1,,1,3
485975.2454,166 east 63rd street,531,2011-02-21,1,,1,3
660656.4231,166 east 63rd street,531,2016-07-07,1,,1,3
2299984.203,166 east 63rd street,1615,2006-02-10,3,3,0,4
924617.71,166 east 63rd street,805,2004-12-13,1,1,0,4
414853.9331,166 east 63rd street,528,2011-12-29,1,,1,4
560997.8204,166 east 63rd street,528,2018-08-02,1,,1,4
1750708.952,166 east 63rd street,1200,2007-11-15,2,2,0,4
1764509.634,166 east 63rd street,1200,2014-03-18,2,2,0,4
505135.9774,166 east 63rd street,400,2004-07-15,1,2,0,4
1049451.833,166 east 63rd street,943,2005-04-28,3,2,0,5
719405.093,166 east 63rd street,498,2007-05-16,2,2,0,5
3022534.942,166 east 63rd street,1616,2015-11-10,3,3,0,5
669819.8417,166 east 63rd street,630,2003-04-01,1,1,0,5
865946.8893,166 east 63rd street,630,2005-08-25,1,1,0,5
810099.3806,166 east 63rd street,630,2013-11-20,1,1,0,5
887346.2033,166 east 63rd street,1002,2003-04-10,1,2,0,5
1276988.986,166 east 63rd street,1002,2016-10-31,1,2,0,5
1662691.815,166 east 63rd street,1298,2013-04-02,2,2,0,5
617258.5262,166 east 63rd street,528,2005-09-19,1,,1,5
573586.471,166 east 63rd street,528,2016-11-10,1,,1,5
580679.4003,166 east 63rd street,528,2018-04-30,1,,1,5
1988682.505,166 east 63rd street,,2017-08-21,2,2,0,5
914741.1838,166 east 63rd street,790,2006-10-16,1,1,0,5
1015437.025,166 east 63rd street,790,2016-10-07,1,1,0,5
664316.1787,166 east 63rd street,550,2016-04-29,1,,1,5
1070948.631,166 east 63rd street,943,2012-09-10,1,1,0,6
466844.1321,166 east 63rd street,498,2003-04-28,1,1,0,6
1056788.124,166 east 63rd street,850,2007-07-30,1,1,0,6
1039856.688,166 east 63rd street,850,2015-06-15,1,1,0,6
1069556.988,166 east 63rd street,1001,2004-06-14,1,1,0,6
1350624.567,166 east 63rd street,1001,2006-10-19,1,1,0,6
1367962.366,166 east 63rd street,1202,2008-06-23,2,2,0,6
1738383.833,166 east 63rd street,1202,2013-06-11,2,2,0,6
2082339.552,166 east 63rd street,1202,2017-04-10,2,2,0,6
900833.6804,166 east 63rd street,790,2014-01-16,1,1,0,6
477760.6873,166 east 63rd street,500,2003-12-19,1,1,0,6
646537.6304,166 east 63rd street,550,2006-05-05,1,,1,7
638278.2651,166 east 63rd street,550,2014-05-09,1,,1,7
834376.5762,166 east 63rd street,637,2007-06-26,1,1,0,7
1077930.054,166 east 63rd street,805,2015-08-25,1,1,0,7
1087953.129,166 east 63rd street,805,2018-05-09,1,1,0,7
1839588.618,166 east 63rd street,1370,2019-01-15,2,2,0,7
1175505.269,166 east 63rd street,1202,2004-09-09,2,2,0,7
1680356.495,166 east 63rd street,1202,2010-07-09,2,2,0,7
1536392.333,166 east 63rd street,1202,2016-11-18,2,2,0,7
1045548.138,166 east 63rd street,790,2006-09-14,1,1,0,7
920568.0721,166 east 63rd street,790,2013-02-07,1,1,0,7
1088376.192,166 east 63rd street,943,2006-01-18,1,1,0,8
409820.1297,166 east 63rd street,498,2003-09-05,1,1,0,8
1995927.811,166 east 63rd street,1615,2003-04-16,3,3,0,8
2329697.565,166 east 63rd street,1615,2013-11-27,3,3,0,8
2503268.478,166 east 63rd street,1615,2016-07-08,3,3,0,8
874477.0711,166 east 63rd street,805,2004-03-10,1,1,0,8
999000,166 east 63rd street,805,2017-12-18,1,1,0,8
1800709.304,166 east 63rd street,1298,2010-03-02,2,2,0,8
686507.4259,166 east 63rd street,528,2015-01-21,1,,1,8
699324.1013,166 east 63rd street,528,2015-09-08,1,,1,8
1724231.776,166 east 63rd street,1202,2007-02-09,2,2,0,8
531497.6443,166 east 63rd street,531,2004-06-25,1,,1,8
650333.4126,166 east 63rd street,531,2017-05-12,1,,1,8
496258.5106,166 east 63rd street,530,2010-12-15,1,,1,9
1933848.811,166 east 63rd street,1300,2006-10-16,2,2,0,9
632577.1977,166 east 63rd street,521,2014-10-15,1,,1,9
1006416.769,166 east 63rd street,790,2015-02-27,1,1,0,9
717742.2624,166 east 63rd street,531,2007-06-27,1,2,0,9
2750684.177,166 east 63rd street,1875,2016-04-19,4,4,0,0
1552849.28,166 east 63rd street,1135,2016-05-17,1,1,0,0
3184423.492,17 east 63rd street,,2013-09-18,2,2,0,1
650254.1103,18 east 63rd street,,2003-10-21,2,1,0,1
767891.5849,18 east 63rd street,,2005-06-13,2,1,0,1
544907.2426,18 east 63rd street,,2011-08-22,2,1,0,1
851325.9906,18 east 63rd street,,2016-10-06,2,1,0,1
856925.068,18 east 63rd street,1200,2003-07-31,2,2,0,2
1258958.913,18 east 63rd street,1200,2007-05-31,2,2,0,2
1197649.745,18 east 63rd street,1200,2016-03-22,2,2,0,2
547589.5945,18 east 63rd street,775,2011-04-12,1,1,0,3
812790.1639,18 east 63rd street,,2004-07-08,2,2,0,4
632640.3018,18 east 63rd street,850,2013-12-20,1,2,0,4
527931.346,18 east 63rd street,,2011-03-02,1,1,0,4
637724.0544,18 east 63rd street,,2019-01-10,1,1,0,4
680411.8591,18 east 63rd street,750,2005-03-10,1,1,0,4
1267398.325,18 east 63rd street,750,2015-01-13,1,1,0,4
580279.9673,18 east 63rd street,,2003-07-17,1,1,0,4
640132.5013,205 east 63rd street,883,2003-12-04,1,1,0,10
600054.0058,205 east 63rd street,883,2018-09-04,1,1,0,10
993293.8454,205 east 63rd street,,2008-09-25,2,2,0,10
426805.0171,205 east 63rd street,850,2015-02-11,1,1,0,10
872355.0882,205 east 63rd street,,2017-07-11,2,2,0,10
846620.2775,205 east 63rd street,,2004-04-20,1,1,0,11
1722794.492,205 east 63rd street,,2010-02-01,1,1,0,0
1581954.512,205 east 63rd street,1750,2011-12-22,2,3,0,11
677562.9137,205 east 63rd street,,2006-02-27,1,1,0,11
2211539.158,205 east 63rd street,,2008-06-05,3,3,0,11
1174544.177,205 east 63rd street,,2004-06-02,1,1,0,12
497558.9717,205 east 63rd street,,2013-01-03,1,1,0,12
614556.9333,205 east 63rd street,,2016-11-02,1,1,0,12
1005368.781,205 east 63rd street,1325,2003-07-10,2,2,0,12
772696.8218,205 east 63rd street,1325,2010-06-28,2,2,0,12
1209326.916,205 east 63rd street,1325,2014-12-10,2,2,0,12
1296553.347,205 east 63rd street,1325,2017-01-09,2,2,0,12
400927.0415,205 east 63rd street,,2015-07-14,2,2,0,12
564848.2517,205 east 63rd street,900,2005-04-19,1,1,0,12
546210.9701,205 east 63rd street,900,2015-03-10,1,1,0,12
1664624.483,205 east 63rd street,1900,2005-05-11,3,3,0,12
1118368.079,205 east 63rd street,1900,2012-10-10,3,3,0,12
417524.323,205 east 63rd street,800,2012-07-31,1,1,0,14
843945.7121,205 east 63rd street,1050,2005-02-07,1,1,0,14
979858.2103,205 east 63rd street,1050,2015-12-30,1,1,0,14
582618.5692,205 east 63rd street,,2005-05-16,1,1,0,14
445955.6956,205 east 63rd street,,2014-12-16,1,1,0,14
560000.0274,205 east 63rd street,985,2014-07-29,1,1,0,15
828262.1993,205 east 63rd street,,2013-08-22,2,2,0,15
452735.0831,205 east 63rd street,,2018-08-21,1,1,0,15
3263588.278,205 east 63rd street,,2008-02-21,4,3,0,15
737224.6385,205 east 63rd street,1100,2008-05-14,1,1,0,16
1030254.543,205 east 63rd street,,2005-06-06,1,1,0,16
1365587.768,205 east 63rd street,2250,2019-03-21,3,3,0,16
669495.3811,205 east 63rd street,,2005-12-14,1,1,0,16
1849804.896,205 east 63rd street,2474,2017-10-24,4,4,0,17
444760.4443,205 east 63rd street,,2013-11-27,1,1,0,17
1680485.366,205 east 63rd street,,2014-03-13,3,3,0,17
731425.5005,205 east 63rd street,,2004-09-14,2,3,0,18
2044674.418,205 east 63rd street,,2008-01-31,2,3,0,18
1852686.985,205 east 63rd street,,2015-09-30,2,3,0,18
446136.9815,205 east 63rd street,,2015-04-01,1,1,0,18
1465315.968,205 east 63rd street,1850,2015-03-12,2,3,0,18
744344.7906,205 east 63rd street,,2011-05-23,2,2,0,19
1774404.436,205 east 63rd street,,2015-09-16,2,2,0,19
1586251.772,205 east 63rd street,,2004-07-06,2,2,0,19
1306387.861,205 east 63rd street,,2014-12-04,2,2,0,19
683760.7073,205 east 63rd street,1400,2011-09-27,2,2,0,20
894212.1077,205 east 63rd street,1400,2017-02-01,2,2,0,20
520319.8851,205 east 63rd street,,2016-08-30,1,1,0,20
769132.85,205 east 63rd street,,2014-01-31,2,2,0,20
422558.5227,205 east 63rd street,,2005-05-24,1,1,0,2
2348931.399,205 east 63rd street,,2014-08-05,3,4,0,2
442074.0987,205 east 63rd street,,2016-10-04,1,1,0,3
1211931.104,205 east 63rd street,1347,2018-07-11,2,3,0,3
594445.3849,205 east 63rd street,,2017-05-10,1,1,0,3
455891.3124,205 east 63rd street,900,2009-06-30,1,1,0,3
598451.1927,205 east 63rd street,,2007-10-24,1,1,0,4
417024.0684,205 east 63rd street,,2015-10-13,1,1,0,4
517287.6664,205 east 63rd street,,2018-07-19,1,1,0,4
695983.2711,205 east 63rd street,,2010-11-23,2,2,0,4
489665.8366,205 east 63rd street,625,2006-11-13,1,,1,5
1272969.666,205 east 63rd street,1700,2004-06-15,2,3,0,5
1619699.262,205 east 63rd street,1700,2014-04-03,2,3,0,5
1104609.158,205 east 63rd street,1325,2007-02-01,2,2,0,5
979285.6689,205 east 63rd street,1325,2018-08-22,2,2,0,5
1215175.873,205 east 63rd street,,2005-05-03,,1,0,5
1552849.28,205 east 63rd street,,2016-05-05,2,3,0,6
878699.4848,205 east 63rd street,,2014-11-25,2,2,0,6
450000,205 east 63rd street,,2017-12-28,1,1,0,6
416360.8206,205 east 63rd street,550,2008-11-06,1,,1,6
404074.7278,205 east 63rd street,625,2009-07-08,1,1,0,7
459521.0909,205 east 63rd street,625,2015-04-28,1,1,0,7
1381392.226,205 east 63rd street,,2015-10-22,2,3,0,7
434327.8976,205 east 63rd street,,2003-12-19,1,1,0,7
1060954.175,205 east 63rd street,,2005-01-12,2,2,0,7
1555108.235,205 east 63rd street,,2007-06-06,2,2,0,7
944407.4845,205 east 63rd street,,2018-02-07,2,2,0,7
543047.0975,205 east 63rd street,,2003-01-16,1,1,0,7
1067861.073,205 east 63rd street,,2004-08-17,2,2,0,7
982254.5405,205 east 63rd street,,2017-11-14,2,2,0,7
1048085.092,205 east 63rd street,1600,2013-04-18,2,3,0,8
973849.4655,205 east 63rd street,1400,2004-03-24,2,2,0,8
924144.6118,205 east 63rd street,1400,2015-01-20,2,2,0,8
453559.0581,205 east 63rd street,1400,2011-04-07,1,1,0,8
412572.9977,205 east 63rd street,1400,2012-02-29,1,1,0,8
465868.7094,205 east 63rd street,1400,2018-11-01,1,1,0,8
442353.495,205 east 63rd street,,2017-01-18,1,1,0,8
500653.6956,205 east 63rd street,625,2016-07-14,1,,1,9
483728.1455,205 east 63rd street,900,2008-12-23,1,1,0,9
487487.5684,205 east 63rd street,900,2012-02-29,1,1,0,9
686014.4609,205 east 63rd street,900,2008-12-16,1,1,0,9
1052447.079,205 east 63rd street,1298,2014-02-27,2,2,0,0
700147.6358,205 east 63rd street,900,2007-09-18,1,1,0,0
466143.9803,210 east 63rd street,480,2005-12-15,1,,1,10
517889.6907,210 east 63rd street,480,2007-01-22,1,,1,10
409658.2276,210 east 63rd street,480,2015-03-02,1,,1,10
407662.886,210 east 63rd street,500,2007-05-24,1,,1,11
648470.4783,210 east 63rd street,,2006-04-17,1,,0,12
778439.0363,210 east 63rd street,,2013-01-31,1,1,0,13
953061.1757,210 east 63rd street,,2016-08-24,1,1,0,13
437182.5882,210 east 63rd street,450,2006-05-05,1,,1,1
416031.8317,210 east 63rd street,450,2010-12-17,1,,1,1
447936.7579,210 east 63rd street,1260,2005-06-21,1,2,0,3
441048.4048,210 east 63rd street,1260,2016-10-06,1,2,0,3
411753.1453,210 east 63rd street,,2016-11-22,1,,1,3
406458.3829,210 east 63rd street,,2017-05-16,1,,1,3
436445.4225,210 east 63rd street,455,2018-11-05,1,,1,4
413785.9243,210 east 63rd street,600,2006-04-04,1,1,0,6
6091048.373,230 east 63rd street,2343,2015-04-20,3,3,0,1
3455257.356,230 east 63rd street,1743,2014-10-16,2,2,0,3
3236714.4,230 east 63rd street,1743,2014-10-28,2,2,0,4
3440314.177,230 east 63rd street,1743,2014-10-14,2,2,0,5
3915380.323,230 east 63rd street,,2014-10-30,5,3,0,6
3108683.831,26 east 63rd street,1316,2004-04-27,,2,0,10
6577621.336,26 east 63rd street,2145,2013-10-30,,2,0,10
2431656.686,26 east 63rd street,829,2005-04-11,,1,0,10
615750.1242,26 east 63rd street,480,2006-05-09,1,,1,10
683774.5506,26 east 63rd street,480,2013-02-19,1,,1,10
471528.4325,26 east 63rd street,300,2007-08-06,1,,1,10
730031.9697,26 east 63rd street,300,2015-03-27,1,,1,10
3294401.099,26 east 63rd street,1316,2012-09-11,2,2,0,11
4022988.345,26 east 63rd street,1316,2013-09-12,2,2,0,11
1065550.647,26 east 63rd street,714,2005-03-08,1,1,0,11
2281752.497,26 east 63rd street,1200,2010-05-27,2,2,0,11
9436144.644,26 east 63rd street,922,2003-03-25,,1,0,12
995613.1806,26 east 63rd street,664,2003-12-09,,1,0,12
9436144.644,26 east 63rd street,1906,2003-03-25,,3,0,12
3018054.688,26 east 63rd street,1500,2017-09-07,2,2,0,2
1830878.877,26 east 63rd street,900,2006-12-19,2,2,0,2
2039570.062,26 east 63rd street,900,2009-02-11,2,2,0,2
1226698.804,26 east 63rd street,829,2003-03-14,,1,0,0
944376.7672,26 east 63rd street,350,2014-12-23,1,1,0,2
1792535.351,26 east 63rd street,1092,2004-02-20,2,2,0,3
3875842.343,26 east 63rd street,1316,2013-08-07,2,2,0,4
3433898.755,26 east 63rd street,1316,2019-01-10,2,2,0,4
1162131.752,26 east 63rd street,714,2018-05-09,1,1,0,4
2184941.193,26 east 63rd street,1300,2007-02-01,2,2,0,4
1018408.512,26 east 63rd street,714,2012-11-28,1,1,0,5
4754012.654,26 east 63rd street,1400,2016-04-15,2,2,0,6
1820905.423,26 east 63rd street,1000,2018-04-04,1,1,0,6
4223403.717,26 east 63rd street,1316,2005-04-29,,2,0,7
963549.6298,26 east 63rd street,750,2004-07-15,1,1,0,7
1578672.197,26 east 63rd street,750,2014-02-14,1,1,0,7
458392.9224,26 east 63rd street,350,2004-05-19,1,,1,7
645872.5155,26 east 63rd street,350,2009-05-27,1,,1,7
1760083.561,26 east 63rd street,1100,2003-06-16,2,2,0,7
1919191.057,26 east 63rd street,1100,2004-05-03,2,2,0,7
2431632.226,26 east 63rd street,1100,2005-05-25,2,2,0,7
6105309.389,26 east 63rd street,1893,2005-07-11,,3,0,8
656669.3016,26 east 63rd street,290,2016-01-14,1,,1,8
2251273.483,26 east 63rd street,1300,2009-07-15,2,2,0,9
618053.1395,301 east 63rd street,750,2008-10-30,1,1,0,10
1567661.198,301 east 63rd street,1400,2008-07-07,2,3,0,10
559908.9032,301 east 63rd street,1400,2013-06-21,2,3,0,10
487384.77,301 east 63rd street,950,2003-01-23,1,1,0,11
752519.2331,301 east 63rd street,750,2007-11-14,1,1,0,11
707037.1782,301 east 63rd street,750,2005-11-07,1,1,0,11
431105.7122,301 east 63rd street,750,2017-07-18,1,1,0,11
447564.4935,301 east 63rd street,600,2006-02-14,1,1,0,11
443044.6547,301 east 63rd street,950,2016-08-23,1,1,0,12
557154.5479,301 east 63rd street,,2004-07-20,1,,0,12
758026.7207,301 east 63rd street,1000,2007-08-29,1,1,0,14
643401.7804,301 east 63rd street,800,2007-01-19,1,1,0,14
512247.8521,301 east 63rd street,900,2003-03-24,1,2,0,14
884913.5277,301 east 63rd street,900,2007-04-17,1,2,0,14
405796.5325,301 east 63rd street,900,2017-03-16,1,2,0,14
490177.0178,301 east 63rd street,975,2003-09-08,1,1,0,14
628601.7479,301 east 63rd street,975,2006-12-04,1,1,0,14
507503.843,301 east 63rd street,,2005-07-01,1,,0,15
461812.5931,301 east 63rd street,500,2006-05-10,1,,1,15
421328.6227,301 east 63rd street,,2005-02-11,1,2,0,16
750361.4979,301 east 63rd street,975,2005-05-03,1,1,0,16
456983.0129,301 east 63rd street,,2006-06-13,1,,0,16
488064.6807,301 east 63rd street,975,2018-01-10,1,2,0,16
951446.4002,301 east 63rd street,1500,2004-06-24,2,3,0,16
1288594.307,301 east 63rd street,1500,2006-11-13,2,3,0,16
874841.7833,301 east 63rd street,1500,2015-08-03,2,3,0,16
452754.1367,301 east 63rd street,500,2008-07-23,1,,1,16
497547.7817,301 east 63rd street,550,2005-09-09,1,1,0,16
417413.0121,301 east 63rd street,412,2007-11-01,1,,1,16
1674364.758,301 east 63rd street,1600,2008-04-09,2,3,0,16
896392.6734,301 east 63rd street,1600,2016-08-03,2,3,0,16
417142.777,301 east 63rd street,460,2008-04-18,1,,1,16
497681.0494,301 east 63rd street,,2007-02-09,1,1,0,2
662628.4591,301 east 63rd street,975,2004-10-15,1,2,0,2
